"Point","X","Y","Z"
"469","-306.5132","-382.6948","0"
"470","-317.6122","-373.5307","0"
"471","-328.4389","-364.0464","0"
"472","-338.9841","-354.25","0"
"473","-349.2353","-344.1463","0"
"474","-359.1854","-333.746","0"
"475","-368.8277","-323.0598","0"
"476","-378.1539","-312.0966","0"
"477","-387.156","-300.8657","0"
"478","-395.8236","-289.3746","0"
"479","-404.1474","-277.6322","0"
"480","-412.1237","-265.6511","0"
"481","-419.7454","-253.4413","0"
"482","-427.0055","-241.013","0"
"483","-433.8971","-228.3768","0"
"484","-440.4104","-215.5413","0"
"485","-446.5405","-202.5185","0"
"486","-452.284","-189.3207","0"
"487","-457.6356","-175.9593","0"
"488","-462.5904","-162.4456","0"
"489","-467.1438","-148.7915","0"
"490","-471.2918","-135.0087","0"
"491","-475.031","-121.1094","0"
"492","-478.3563","-107.1053","0"
"493","-481.2662","-93.0091","0"
"494","-483.7606","-78.8334","0"
"495","-485.8382","-64.5907","0"
"496","-487.4987","-50.2934","0"
"497","-488.7422","-35.9538","0"
"498","-489.569","-21.5842","0"
"499","-489.9811","-7.1967","0"
"500","-489.9805","7.1967","0"
"501","-489.5679","21.5841","0"
"502","-488.7407","35.9537","0"
"503","-487.4971","50.2933","0"
"504","-485.8363","64.5905","0"
"505","-483.7581","78.833","0"
"506","-481.263","93.0085","0"
"507","-478.3521","107.1044","0"
"508","-475.0272","121.1085","0"
"509","-471.2908","135.0084","0"
"510","-467.1457","148.7921","0"
"511","-462.5947","162.4471","0"
"512","-457.6381","175.9602","0"
"513","-452.2847","189.321","0"
"514","-446.5393","202.518","0"
"515","-440.4074","215.5398","0"
"516","-433.8946","228.3754","0"
"517","-427.007","241.0139","0"
"518","-419.7487","253.4433","0"
"519","-412.1249","265.6518","0"
"520","-404.1464","277.6316","0"
"521","-395.8206","289.3725","0"
"522","-387.1548","300.8648","0"
"523","-378.1568","312.099","0"
"524","-368.8295","323.0614","0"
"525","-359.1852","333.7459","0"
"526","-349.2333","344.1443","0"
"527","-338.9821","354.2479","0"
"528","-328.4404","364.0481","0"
"529","-317.6142","373.5331","0"
"530","-306.5135","382.6953","0"
"531","-295.1499","391.5292","0"
"532","-283.5328","400.0269","0"
"533","-271.6719","408.181","0"
"534","-259.5767","415.9835","0"
"535","-247.2545","423.4222","0"
"536","-234.7192","430.4958","0"
"537","-221.9814","437.1978","0"
"538","-209.0518","443.5219","0"
"539","-195.9414","449.4622","0"
"540","-182.6614","455.0132","0"
"541","-169.222","460.1662","0"
"542","-155.6356","464.9184","0"
"543","-141.915","469.2673","0"
"544","-128.0719","473.2091","0"
"545","-114.1185","476.7407","0"
"546","-100.0671","479.8594","0"
"547","-85.93","482.563","0"
"548","-71.7195","484.8501","0"
"549","-57.448","486.7199","0"
"550","-43.1281","488.1721","0"
"551","-28.772","489.2082","0"
"552","-14.392","489.8297","0"
"553","0","490.0378","0"
"554","14.392","489.8308","0"
"555","28.7722","489.2106","0"
"556","43.1284","488.1752","0"
"557","57.4485","486.7234","0"
"558","71.7201","484.8545","0"
"559","85.9308","482.5676","0"
"560","100.0679","479.863","0"
"561","114.1191","476.7432","0"
"562","128.0722","473.2103","0"
"563","141.9149","469.267","0"
"564","155.6351","464.9166","0"
"565","169.2207","460.1628","0"
"566","182.6601","455.0099","0"
"567","195.9416","449.4627","0"
"568","209.0538","443.5261","0"
"569","221.9825","437.2001","0"
"570","234.7193","430.4961","0"
"571","247.2535","423.4204","0"
"572","259.5744","415.9798","0"
"573","271.6718","408.1808","0"
"574","283.5354","400.0306","0"
"575","295.1511","391.5308","0"
"576","306.5132","382.6948","0"
"577","317.6122","373.5307","0"
"578","328.4389","364.0464","0"
"579","338.9841","354.25","0"
"580","349.2353","344.1463","0"
"581","359.1854","333.746","0"
"582","368.8277","323.0598","0"
"583","378.1539","312.0966","0"
"584","387.156","300.8657","0"
"585","395.8236","289.3746","0"
"586","404.1474","277.6322","0"
"587","412.1237","265.6511","0"
"588","419.7454","253.4413","0"
"589","427.0055","241.013","0"
"590","433.8971","228.3768","0"
"591","440.4104","215.5413","0"
"592","446.5405","202.5185","0"
"593","452.284","189.3207","0"
"594","457.6356","175.9593","0"
"595","462.5904","162.4456","0"
"596","467.1438","148.7915","0"
"597","471.2918","135.0087","0"
"598","475.031","121.1094","0"
"599","478.3563","107.1053","0"
"600","481.2662","93.0091","0"
"601","483.7606","78.8334","0"
"602","485.8382","64.5907","0"
"603","487.4987","50.2934","0"
"604","488.7422","35.9538","0"
"605","489.569","21.5842","0"
"606","489.9811","7.1967","0"
"607","489.9805","-7.1967","0"
"608","489.5679","-21.5841","0"
"609","488.7407","-35.9537","0"
"610","487.4971","-50.2933","0"
"611","485.8363","-64.5905","0"
"612","483.7581","-78.833","0"
"613","481.263","-93.0085","0"
"614","478.3521","-107.1044","0"
"615","475.0272","-121.1085","0"
"616","471.2908","-135.0084","0"
"617","467.1457","-148.7921","0"
"618","462.5947","-162.4471","0"
"619","457.6381","-175.9602","0"
"620","452.2847","-189.321","0"
"621","446.5393","-202.518","0"
"622","440.4074","-215.5398","0"
"623","433.8946","-228.3754","0"
"624","427.007","-241.0139","0"
"625","419.7487","-253.4433","0"
"626","412.1249","-265.6518","0"
"627","404.1464","-277.6316","0"
"628","395.8206","-289.3725","0"
"629","387.1548","-300.8648","0"
"630","378.1568","-312.099","0"
"631","368.8295","-323.0614","0"
"632","359.1852","-333.7459","0"
"633","349.2333","-344.1443","0"
"634","338.9821","-354.2479","0"
"635","328.4404","-364.0481","0"
"636","317.6142","-373.5331","0"
"637","306.5135","-382.6953","0"
"638","295.1499","-391.5292","0"
"639","283.5328","-400.0269","0"
"640","271.6719","-408.181","0"
"641","259.5767","-415.9835","0"
"642","247.2545","-423.4222","0"
"643","234.7192","-430.4958","0"
"644","221.9814","-437.1978","0"
"645","209.0518","-443.5219","0"
"646","195.9414","-449.4622","0"
"647","182.6614","-455.0132","0"
"648","169.222","-460.1662","0"
"649","155.6356","-464.9184","0"
"650","141.915","-469.2673","0"
"651","128.0719","-473.2091","0"
"652","114.1185","-476.7407","0"
"653","100.0671","-479.8594","0"
"654","85.93","-482.563","0"
"655","71.7195","-484.8501","0"
"656","57.448","-486.7199","0"
"657","43.1281","-488.1721","0"
"658","28.772","-489.2082","0"
"659","14.392","-489.8297","0"
"660","0","-490.0378","0"
"661","480.0365","0","0"
"662","479.8265","14.3668","0"
"663","479.1953","28.7212","0"
"664","478.1409","43.0507","0"
"665","476.6624","57.3427","0"
"666","474.7594","71.5843","0"
"667","472.4322","85.7627","0"
